,epsilons,values,IDs,srcNode,dstNode,reqDR,provDR,PSD,linSNR,toa,tod,block,Action ID,Path ID,FS ID,Slots,Path length,configID,carry,rset lengths,zero slots,rset slots
0,,,1,3.0,12.0,741,750.0,2.7210884353741498e-05,15.054033214922603,0.12959159325703679,6.0139779242638225,1,8,2,2.0,12,3900,35.0,False,0,0,0
1,,,2,3.0,12.0,384,400.0,2.7210884353741498e-05,15.073226580086816,0.21932866957727604,17.316524946627222,1,2,0,2.0,6,3900,10.0,False,0,0,0
2,,,3,12.0,3.0,407,450.0,2.7210884353741498e-05,15.073226580086816,0.06763598352372636,24.26268083319051,1,7,2,1.0,6,3900,11.0,False,0,0,0
3,,,4,10.0,1.0,1158,800.0,2.7210884353741498e-05,15.009189339742974,0.00073000249595756,2.765314664734684,1,1,0,1.0,12,3900,36.0,True,0,0,0
4,,,4,10.0,1.0,358.0,400.0,2.7210884353741498e-05,15.009189339742974,0.00073000249595756,2.765314664734684,1,2,0,2.0,6,3900,10.0,False,0,0,0
5,,,5,12.0,3.0,886,800.0,2.7210884353741498e-05,15.054033214922603,0.002882260719202781,17.290701025933803,0,0,0,0.0,12,3900,36.0,True,1,36,36
6,,,5,12.0,3.0,86.0,100.0,2.7210884353741498e-05,15.073226580086816,0.002882260719202781,17.290701025933803,1,7,2,1.0,3,3900,1.0,False,1,36,36
7,,,6,10.0,1.0,451,500.0,2.7210884353741498e-05,14.591388933414063,0.06303187666162105,3.7619773260141653,1,7,2,1.0,9,4350,19.0,False,1,36,36
8,,,7,3.0,12.0,1075,800.0,2.7210884353741498e-05,15.073226580086816,0.22977097788746853,0.4067855873026649,1,1,0,1.0,12,3900,36.0,True,1,36,36
9,,,7,3.0,12.0,275.0,300.0,2.7210884353741498e-05,15.054033214922603,0.22977097788746853,0.4067855873026649,1,7,2,1.0,6,3900,8.0,False,1,36,36
10,,,8,1.0,10.0,501,550.0,2.7210884353741498e-05,15.009189339742974,0.07321130166907389,8.423568635738299,1,2,0,2.0,9,3900,20.0,False,1,36,36
11,,,9,12.0,3.0,537,550.0,2.7210884353741498e-05,15.073226580086816,0.034071999555202105,19.86991626230969,1,7,2,1.0,9,3900,20.0,False,1,36,36
12,,,10,10.0,1.0,186,200.0,2.7210884353741498e-05,15.009189339742974,0.09378872608940848,1.170177089830909,1,2,0,2.0,3,3900,3.0,False,1,36,36
13,,,11,3.0,12.0,1159,800.0,2.7210884353741498e-05,15.073226580086816,0.2495518470771098,8.506309967252413,1,1,0,1.0,12,3900,36.0,True,1,36,36
14,,,11,3.0,12.0,359.0,400.0,2.7210884353741498e-05,15.054033214922603,0.2495518470771098,8.506309967252413,1,7,2,1.0,6,3900,10.0,False,1,36,36
15,,,12,12.0,3.0,1113,800.0,2.7210884353741498e-05,15.073226580086816,0.005054452411540905,6.686055075443841,0,6,2,0.0,12,3900,36.0,True,2,84,84
16,,,12,12.0,3.0,313.0,350.0,2.7210884353741498e-05,15.073226580086816,0.005054452411540905,6.686055075443841,1,8,2,2.0,6,3900,9.0,False,2,84,84
17,,,13,1.0,10.0,1176,800.0,2.7210884353741498e-05,15.009189339742974,0.020080780119803243,1.6667029991656614,1,1,0,1.0,12,3900,36.0,True,2,84,84
18,,,13,1.0,10.0,376.0,400.0,2.7210884353741498e-05,14.548456703409624,0.020080780119803243,1.6667029991656614,1,7,2,1.0,6,4350,10.0,False,2,84,84
19,,,14,10.0,1.0,59,100.0,2.7210884353741498e-05,14.591388933414063,0.16907923112572223,12.202702523166842,1,7,2,1.0,3,4350,1.0,False,2,84,84
20,,,15,3.0,12.0,758,800.0,2.7210884353741498e-05,15.056167835190472,0.0038990487603825326,0.839884802557246,0,3,1,0.0,12,3900,36.0,False,3,132,132
21,,,16,10.0,1.0,1023,800.0,2.7210884353741498e-05,14.548456703409624,0.09193393310240641,10.440539232953633,1,4,1,1.0,12,4350,36.0,True,3,132,132
22,,,16,10.0,1.0,223.0,250.0,2.7210884353741498e-05,14.591388933414063,0.09193393310240641,10.440539232953633,1,7,2,1.0,6,4350,7.0,False,3,132,132
23,,,17,10.0,1.0,500,500.0,2.7210884353741498e-05,14.591388933414063,0.03533117914953124,21.93694755415693,1,7,2,1.0,9,4350,19.0,False,3,132,132
24,,,18,11.0,1.0,688,700.0,2.7210884353741498e-05,14.713942972268722,0.08905163892800029,8.25271621364962,1,7,2,1.0,12,4200,34.0,False,3,132,132
25,,,19,1.0,11.0,71,100.0,2.7210884353741498e-05,14.713942972268722,0.07412731091524385,8.749599559828342,0,6,2,0.0,3,4200,1.0,False,4,144,144
26,,,20,13.0,3.0,549,550.0,2.7210884353741498e-05,14.89910059043676,0.05364287908370436,14.428986302010212,1,7,2,1.0,9,4050,20.0,False,4,144,144
27,,,21,1.0,11.0,1150,800.0,2.7210884353741498e-05,14.713942972268722,0.5359193208481247,0.8611048196914416,1,7,2,1.0,12,4200,36.0,True,4,144,144
28,,,21,1.0,11.0,350.0,350.0,2.7210884353741498e-05,14.713942972268722,0.5359193208481247,0.8611048196914416,1,7,2,1.0,6,4200,9.0,False,4,144,144
29,,,22,3.0,13.0,969,800.0,2.7210884353741498e-05,15.21772801100404,0.09333913464549176,4.82135848090595,1,1,0,1.0,12,3750,36.0,True,3,96,96
30,,,22,3.0,13.0,169.0,200.0,2.7210884353741498e-05,14.89910059043676,0.09333913464549176,4.82135848090595,0,6,2,0.0,3,4050,3.0,False,4,108,108
31,,,23,3.0,13.0,980,800.0,2.7210884353741498e-05,15.21772801100404,0.1867415806818547,9.28973841196014,1,1,0,1.0,12,3750,36.0,True,4,108,108
32,,,23,3.0,13.0,180.0,200.0,2.7210884353741498e-05,15.21772801100404,0.1867415806818547,9.28973841196014,1,1,0,1.0,3,3750,3.0,False,4,108,108
33,,,24,3.0,13.0,861,800.0,2.7210884353741498e-05,15.21772801100404,0.1675805181570742,8.543253799722061,1,1,0,1.0,12,3750,36.0,True,4,108,108
34,,,24,3.0,13.0,61.0,100.0,2.7210884353741498e-05,14.89910059043676,0.1675805181570742,8.543253799722061,1,7,2,1.0,3,4050,1.0,False,4,108,108
35,,,25,1.0,11.0,199,200.0,2.7210884353741498e-05,14.713942972268722,0.17670457139696572,11.727533436358367,1,7,2,1.0,3,4200,3.0,False,4,108,108
36,,,26,13.0,3.0,796,800.0,2.7210884353741498e-05,15.217728011004041,0.013919621755586269,10.8483694710415,0,0,0,0.0,12,3750,36.0,False,5,144,144
37,,,27,3.0,13.0,765,800.0,2.7210884353741498e-05,15.21772801100404,0.07481698664492172,23.02823033299946,1,1,0,1.0,12,3750,36.0,False,5,144,144
38,,,28,13.0,3.0,924,800.0,2.7210884353741498e-05,15.217728011004041,0.011727473574950813,6.640762735597055,0,0,0,0.0,12,3750,36.0,True,6,180,180
39,,,28,13.0,3.0,124.0,150.0,2.7210884353741498e-05,14.89910059043676,0.011727473574950813,6.640762735597055,0,6,2,0.0,3,4050,2.0,False,7,192,192
40,,,29,11.0,1.0,368,400.0,2.7210884353741498e-05,14.880659941921914,0.08998252715611145,5.841477496088677,0,3,1,0.0,6,4050,10.0,False,8,216,216
41,,,30,13.0,3.0,68,100.0,2.7210884353741498e-05,14.89910059043676,0.256507132075733,13.538065853957495,1,7,2,1.0,3,4050,1.0,False,8,216,216
42,,,31,3.0,13.0,725,750.0,2.7210884353741498e-05,15.21772801100404,0.11074025826279835,26.478818365495282,1,1,0,1.0,12,3750,35.0,False,8,216,216
43,,,32,11.0,1.0,1043,800.0,2.7210884353741498e-05,14.880659941921914,0.06835772025544211,17.438883625828467,1,5,1,2.0,12,4050,36.0,True,8,216,216
44,,,32,11.0,1.0,243.0,250.0,2.7210884353741498e-05,15.190080317635584,0.06835772025544211,17.438883625828467,1,1,0,1.0,6,3750,7.0,False,8,216,216
45,,,33,1.0,11.0,239,250.0,2.7210884353741498e-05,14.713942972268722,0.0003946228345357668,24.382677710412242,0,7,2,1.0,6,4200,7.0,False,9,240,240
46,,,34,3.0,13.0,779,800.0,2.7210884353741498e-05,15.21772801100404,0.002107577563066473,14.122026181702527,1,1,0,1.0,12,3750,36.0,False,9,240,240
47,,,35,13.0,3.0,996,800.0,2.7210884353741498e-05,15.217728011004041,0.07553139854895982,23.89953719093225,0,0,0,0.0,12,3750,36.0,True,10,276,276
48,,,35,13.0,3.0,196.0,200.0,2.7210884353741498e-05,15.056167835190472,0.07553139854895982,23.89953719093225,1,5,1,2.0,3,3900,3.0,False,10,276,276
49,,,36,14.0,2.0,857,850.0,2.7210884353741498e-05,15.413727722231057,0.06370665433226272,18.588501035220254,1,1,0,1.0,12,3600,37.0,True,10,276,276
50,,,36,14.0,2.0,7.0,100.0,2.7210884353741498e-05,15.155964684780077,0.06370665433226272,18.588501035220254,0,6,2,0.0,3,3900,1.0,False,11,297,297
51,,,37,9.0,3.0,656,700.0,2.7210884353741498e-05,14.908463976217458,0.1071995777478206,7.272490749949975,1,4,1,1.0,12,4050,34.0,False,11,297,297
52,,,38,2.0,14.0,244,250.0,2.7210884353741498e-05,15.431397438084263,0.2459684586883806,12.390775504758725,1,1,0,1.0,6,3600,7.0,False,11,297,297
53,,,39,1.0,14.0,803,750.0,2.7210884353741498e-05,14.298097740511377,0.02263205543634035,8.932107561579246,1,8,2,2.0,12,4650,35.0,True,11,297,297
54,,,39,1.0,14.0,53.0,100.0,2.7210884353741498e-05,15.392972705021098,0.02263205543634035,8.932107561579246,0,0,0,0.0,3,3600,1.0,False,12,309,309
55,,,40,9.0,3.0,149,150.0,2.7210884353741498e-05,14.961523384881888,0.09410674512424984,9.124968808495968,1,7,2,1.0,3,4050,2.0,False,12,309,309
56,,,41,2.0,14.0,659,700.0,2.7210884353741498e-05,15.155964684780077,0.1607253464215664,27.71763224189687,1,7,2,1.0,12,3900,34.0,False,12,309,309
57,,,42,1.0,14.0,271,300.0,2.7210884353741498e-05,15.392972705021098,0.010668527846166434,3.6470060917920355,0,1,0,1.0,6,3600,8.0,False,13,333,333
58,,,43,14.0,3.0,306,350.0,2.7210884353741498e-05,14.757818219341333,0.0007466528277596639,2.0734236006304196,1,8,2,2.0,6,4200,9.0,False,13,333,333
59,,,44,3.0,14.0,314,350.0,2.7210884353741498e-05,14.77374233846139,0.1482377658492134,1.8823980965922293,1,7,2,1.0,6,4200,9.0,False,13,333,333
60,,,45,3.0,9.0,568,600.0,2.7210884353741498e-05,14.908463976217458,0.23493928555713386,16.691609233281497,1,8,2,2.0,9,4050,21.0,False,13,333,333
61,,,46,2.0,14.0,567,600.0,2.7210884353741498e-05,15.155964684780077,0.22195810393401272,0.43494608094644654,1,7,2,1.0,9,3900,21.0,False,13,333,333
62,,,47,14.0,1.0,788,800.0,2.7210884353741498e-05,15.222667968180923,0.06021657881932124,0.36961300387403406,1,4,1,1.0,12,3750,36.0,False,13,333,333
63,,,48,1.0,14.0,120,150.0,2.7210884353741498e-05,14.298097740511377,0.01419055377915573,1.7258354677512224,1,7,2,1.0,3,4650,2.0,False,13,333,333
