,values,IDs,srcNode,dstNode,reqDR,provDR,PSD,linSNR,toa,tod,block,Action ID,Path ID,FS ID,Slots,Path length,configID,carry,rset lengths,zero slots,rset slots
0,11.168704,342663,10.0,1.0,1076,800.0,2.7210884353741498e-05,15.009189339742974,0.004469876386815903,11.008653896186457,0,0,0,0.0,12,3900,36.0,True,106,1068,1068
1,8.2804,342663,10.0,1.0,276.0,300.0,2.7210884353741498e-05,15.009189339742974,0.004469876386815903,11.008653896186457,0,0,0,0.0,6,3900,8.0,False,107,1086,1086
2,10.294842,342664,10.0,1.0,880,800.0,2.7210884353741498e-05,15.009189339742974,0.030216172516963947,20.630148784530054,0,0,0,0.0,12,3900,36.0,True,108,1122,1122
3,7.488199,342664,10.0,1.0,80.0,100.0,2.7210884353741498e-05,15.009189339742974,0.030216172516963947,20.630148784530054,0,1,0,1.0,3,3900,1.0,False,109,1131,1131
4,3.5458539,342665,1.0,10.0,77,100.0,2.7210884353741498e-05,15.009189339742974,0.07989129716145407,19.46327625437568,0,0,0,0.0,3,3900,1.0,False,109,1134,1134
5,9.937221,342666,12.0,3.0,346,350.0,2.7210884353741498e-05,15.054033214922603,0.1900119498432562,7.816038855653964,0,0,0,0.0,6,3900,9.0,False,109,1140,1140
6,9.476305,342667,3.0,12.0,326,350.0,2.7210884353741498e-05,15.073226580086816,0.025804276441966915,5.209914099650866,0,0,0,0.0,6,3900,9.0,False,105,1116,1116
7,7.356447,342668,1.0,10.0,605,650.0,2.7210884353741498e-05,15.009189339742974,0.06560735279765567,3.7184485251821378,0,0,0,0.0,9,3900,22.0,False,106,1143,1143
8,11.071409,342669,3.0,12.0,825,800.0,2.7210884353741498e-05,15.073226580086816,0.02125387524068064,11.740338668079044,0,0,0,0.0,12,3900,36.0,True,107,1191,1191
9,8.368856,342669,3.0,12.0,25.0,100.0,2.7210884353741498e-05,15.073226580086816,0.02125387524068064,11.740338668079044,0,0,0,0.0,3,3900,1.0,False,108,1203,1203
10,7.3970504,342670,12.0,3.0,605,650.0,2.7210884353741498e-05,15.056167835190472,0.18202462371296269,4.058822772422655,0,3,1,0.0,9,3900,22.0,False,109,1239,1239
11,9.161411,342671,3.0,12.0,395,400.0,2.7210884353741498e-05,15.073226580086816,0.062328992889821216,11.246400217004602,0,0,0,0.0,6,3900,10.0,False,107,1233,1233
12,10.809514,342672,3.0,12.0,1028,800.0,2.7210884353741498e-05,15.073226580086816,0.06287555745023654,6.08734544074138,0,0,0,0.0,12,3900,36.0,True,108,1281,1281
13,6.425871,342672,3.0,12.0,228.0,250.0,2.7210884353741498e-05,15.056167835190472,0.06287555745023654,6.08734544074138,0,3,1,0.0,6,3900,7.0,False,109,1305,1305
14,6.197261,342673,12.0,3.0,899,800.0,2.7210884353741498e-05,15.056167835190472,0.0725309640849287,25.408114884014786,1,3,1,0.0,12,3900,36.0,True,109,1305,1305
15,9.95544,342673,12.0,3.0,99.0,100.0,2.7210884353741498e-05,15.056167835190472,0.0725309640849287,25.408114884014786,0,3,1,0.0,3,3900,1.0,False,110,1317,1317
16,9.75772,342674,1.0,10.0,808,800.0,2.7210884353741498e-05,15.009189339742974,0.04256828649723042,4.4303216522876125,1,1,0,1.0,12,3900,36.0,True,108,1287,1287
17,7.961324,342674,1.0,10.0,8.0,100.0,2.7210884353741498e-05,15.009189339742974,0.04256828649723042,4.4303216522876125,0,0,0,0.0,3,3900,1.0,False,109,1296,1296
18,8.3988695,342675,3.0,12.0,679,700.0,2.7210884353741498e-05,15.073226580086816,0.025703483343666678,4.33708684231325,1,0,0,0.0,12,3900,34.0,False,108,1287,1287
19,8.294782,342676,1.0,10.0,194,200.0,2.7210884353741498e-05,15.009189339742974,0.25270061220077195,11.787968329720222,0,0,0,0.0,3,3900,3.0,False,109,1296,1296
20,11.155661,342677,12.0,3.0,333,350.0,2.7210884353741498e-05,15.054033214922603,0.028157103911858997,5.773198402574438,0,0,0,0.0,6,3900,9.0,False,110,1314,1314
21,5.464794,342678,3.0,12.0,286,300.0,2.7210884353741498e-05,15.073226580086816,0.2269624410233802,17.921233854269243,1,2,0,2.0,6,3900,8.0,False,110,1314,1314
22,12.97741,342679,3.0,13.0,1168,800.0,2.7210884353741498e-05,15.21772801100404,0.003992028996495838,10.251997551808246,0,0,0,0.0,12,3750,36.0,True,107,1323,1323
23,11.237833,342679,3.0,13.0,368.0,400.0,2.7210884353741498e-05,15.056167835190472,0.003992028996495838,10.251997551808246,0,3,1,0.0,6,3900,10.0,False,108,1347,1347
24,11.261648,342680,3.0,13.0,531,550.0,2.7210884353741498e-05,15.21772801100404,0.06761700206540072,10.513539218794179,0,0,0,0.0,9,3750,20.0,False,109,1374,1374
25,10.293214,342681,1.0,11.0,1057,800.0,2.7210884353741498e-05,15.190080317635584,0.03912591138779982,7.040291588295776,0,0,0,0.0,12,3750,36.0,True,110,1410,1410
26,8.501999,342681,1.0,11.0,257.0,300.0,2.7210884353741498e-05,15.190080317635584,0.03912591138779982,7.040291588295776,0,0,0,0.0,6,3750,8.0,False,111,1428,1428
27,10.840238,342682,13.0,3.0,958,800.0,2.7210884353741498e-05,15.217728011004041,0.01022818256838332,6.898980923857112,0,0,0,0.0,12,3750,36.0,True,112,1464,1464
28,8.608063,342682,13.0,3.0,158.0,200.0,2.7210884353741498e-05,15.056167835190472,0.01022818256838332,6.898980923857112,0,3,1,0.0,3,3900,3.0,False,113,1476,1476
29,10.445143,342683,11.0,1.0,1033,800.0,2.7210884353741498e-05,15.190080317635584,0.1996527214015922,2.9084688575132462,0,0,0,0.0,12,3750,36.0,True,114,1512,1512
30,9.0749855,342683,11.0,1.0,233.0,250.0,2.7210884353741498e-05,15.190080317635584,0.1996527214015922,2.9084688575132462,0,0,0,0.0,6,3750,7.0,False,115,1530,1530
31,10.117374,342684,11.0,1.0,1169,800.0,2.7210884353741498e-05,15.190080317635584,0.0726110353912655,12.631554076197492,0,0,0,0.0,12,3750,36.0,True,115,1554,1554
32,8.68047,342684,11.0,1.0,369.0,400.0,2.7210884353741498e-05,15.190080317635584,0.0726110353912655,12.631554076197492,0,0,0,0.0,6,3750,10.0,False,116,1572,1572
33,10.527537,342685,3.0,13.0,133,150.0,2.7210884353741498e-05,15.056167835190472,0.019373053586173708,18.18078842946563,0,3,1,0.0,3,3900,2.0,False,117,1584,1584
34,9.044328,342686,1.0,11.0,895,800.0,2.7210884353741498e-05,15.190080317635584,0.006496159371399372,18.175976928118832,0,0,0,0.0,12,3750,36.0,True,118,1620,1620
35,7.386413,342686,1.0,11.0,95.0,100.0,2.7210884353741498e-05,15.190080317635584,0.006496159371399372,18.175976928118832,0,0,0,0.0,3,3750,1.0,False,119,1629,1629
36,5.834137,342687,13.0,3.0,982,800.0,2.7210884353741498e-05,15.217728011004041,0.044973251131395414,5.366789306407194,1,0,0,0.0,12,3750,36.0,True,118,1611,1611
37,9.762521,342687,13.0,3.0,182.0,200.0,2.7210884353741498e-05,15.217728011004041,0.044973251131395414,5.366789306407194,0,0,0,0.0,3,3750,3.0,False,119,1620,1620
38,5.834137,342688,13.0,3.0,903,800.0,2.7210884353741498e-05,15.217728011004041,0.019828007795588944,12.66121178634386,1,0,0,0.0,12,3750,36.0,True,118,1614,1614
39,9.711852,342688,13.0,3.0,103.0,150.0,2.7210884353741498e-05,15.217728011004041,0.019828007795588944,12.66121178634386,0,0,0,0.0,3,3750,2.0,False,119,1623,1623
40,9.595099,342689,13.0,3.0,432,450.0,2.7210884353741498e-05,15.217728011004041,0.1654370537374889,4.429694194311955,0,0,0,0.0,6,3750,11.0,False,120,1641,1641
41,8.111766,342690,13.0,3.0,403,450.0,2.7210884353741498e-05,15.217728011004041,0.015476919596672122,18.914910264131237,0,0,0,0.0,6,3750,11.0,False,120,1635,1635
42,4.7378736,342691,13.0,3.0,207,250.0,2.7210884353741498e-05,15.217728011004041,0.05314012007634173,18.35578720050047,1,1,0,1.0,6,3750,7.0,False,120,1635,1635
43,9.202584,342692,11.0,1.0,486,500.0,2.7210884353741498e-05,15.190080317635584,0.10796391865118568,15.68987615943424,0,0,0,0.0,9,3750,19.0,False,120,1650,1650
44,9.907399,342693,1.0,11.0,831,800.0,2.7210884353741498e-05,15.190080317635584,0.017900059532556852,24.900671522747338,0,0,0,0.0,12,3750,36.0,True,121,1686,1686
45,7.3684206,342693,1.0,11.0,31.0,100.0,2.7210884353741498e-05,15.190080317635584,0.017900059532556852,24.900671522747338,0,0,0,0.0,3,3750,1.0,False,122,1695,1695
46,11.1553335,342694,3.0,13.0,205,250.0,2.7210884353741498e-05,15.21772801100404,0.05165641693051681,27.583289446533172,0,0,0,0.0,6,3750,7.0,False,123,1713,1713
47,6.5614457,342695,1.0,11.0,1117,800.0,2.7210884353741498e-05,14.713942972268722,0.01871404108216322,5.696754367321682,1,7,2,1.0,12,4200,36.0,True,123,1713,1713
48,5.243957,342695,1.0,11.0,317.0,350.0,2.7210884353741498e-05,15.190080317635584,0.01871404108216322,5.696754367321682,1,0,0,0.0,6,3750,9.0,False,123,1713,1713
49,6.472248,342696,3.0,9.0,1094,850.0,2.7210884353741498e-05,15.376535195689891,0.05235740544578536,3.1648971637782464,1,0,0,0.0,12,3600,37.0,True,123,1713,1713
50,10.958673,342696,3.0,9.0,244.0,250.0,2.7210884353741498e-05,15.376535195689891,0.05235740544578536,3.1648971637782464,0,0,0,0.0,6,3600,7.0,False,124,1731,1731
51,10.56646,342697,3.0,9.0,278,300.0,2.7210884353741498e-05,15.376535195689891,0.09224031219579393,2.876020106693319,0,0,0,0.0,6,3600,8.0,False,125,1749,1749
52,5.3267283,342698,1.0,14.0,707,750.0,2.7210884353741498e-05,15.392972705021098,0.07371186903851229,25.718438040591497,1,0,0,0.0,12,3600,35.0,False,125,1749,1749
53,6.472248,342699,3.0,9.0,694,700.0,2.7210884353741498e-05,15.376535195689891,0.021879953191759158,12.367633567242175,1,0,0,0.0,12,3600,34.0,False,125,1749,1749
54,7.1496606,342700,14.0,1.0,1097,850.0,2.7210884353741498e-05,15.392972705021098,0.10540399153334573,11.9049377955483,1,0,0,0.0,12,3600,37.0,True,125,1749,1749
55,5.324054,342700,14.0,1.0,247.0,250.0,2.7210884353741498e-05,15.222667968180923,0.10540399153334573,11.9049377955483,0,3,1,0.0,6,3750,7.0,False,126,1773,1773
56,5.3267283,342701,1.0,14.0,981,850.0,2.7210884353741498e-05,15.392972705021098,0.02929853932515839,0.8353499669721607,1,0,0,0.0,12,3600,37.0,True,126,1773,1773
57,9.412123,342701,1.0,14.0,131.0,150.0,2.7210884353741498e-05,15.392972705021098,0.02929853932515839,0.8353499669721607,0,0,0,0.0,3,3600,2.0,False,127,1785,1785
58,10.811144,342702,3.0,14.0,632,650.0,2.7210884353741498e-05,15.374237200076939,0.0937149182077737,10.447047270608742,0,0,0,0.0,9,3600,22.0,False,127,1794,1794
59,10.175299,342703,14.0,2.0,466,500.0,2.7210884353741498e-05,15.413727722231057,0.043680933327134824,2.2811377887278548,0,0,0,0.0,9,3600,19.0,False,128,1830,1830
60,5.3267283,342704,1.0,14.0,841,800.0,2.7210884353741498e-05,15.222667968180925,0.0364715388905397,14.716836719804583,1,3,1,0.0,12,3750,36.0,True,128,1830,1830
61,8.145188,342704,1.0,14.0,41.0,100.0,2.7210884353741498e-05,15.392972705021098,0.0364715388905397,14.716836719804583,0,0,0,0.0,3,3600,1.0,False,129,1842,1842
62,6.2459254,342705,3.0,14.0,872,850.0,2.7210884353741498e-05,15.374237200076939,0.023803244145864724,4.668602741460881,1,0,0,0.0,12,3600,37.0,True,128,1839,1839
63,10.26621,342705,3.0,14.0,22.0,100.0,2.7210884353741498e-05,15.374237200076939,0.023803244145864724,4.668602741460881,0,0,0,0.0,3,3600,1.0,False,129,1845,1845
64,9.658411,342706,14.0,3.0,89,100.0,2.7210884353741498e-05,15.374237200076939,0.005761681841016617,19.866343664657244,0,0,0,0.0,3,3600,1.0,False,130,1851,1851
65,6.224351,342707,14.0,2.0,946,850.0,2.7210884353741498e-05,15.431397438084263,0.00012146929056721058,3.8921679156007203,1,3,1,0.0,12,3600,37.0,True,130,1851,1851
66,9.809966,342707,14.0,2.0,96.0,100.0,2.7210884353741498e-05,15.413727722231057,0.00012146929056721058,3.8921679156007203,0,0,0,0.0,3,3600,1.0,False,131,1863,1863
67,5.843563,342708,14.0,1.0,622,650.0,2.7210884353741498e-05,15.392972705021098,0.11386073737966503,2.1676218904387032,1,0,0,0.0,9,3600,22.0,False,131,1863,1863
68,5.9680953,342709,1.0,14.0,407,450.0,2.7210884353741498e-05,15.222667968180925,0.021241234678034796,5.9766349918443025,0,3,1,0.0,6,3750,11.0,False,129,1866,1866
69,5.750176,342710,9.0,3.0,660,700.0,2.7210884353741498e-05,15.376535195689891,0.02337488316299785,0.19784645290069247,1,0,0,0.0,12,3600,34.0,False,128,1818,1818
70,6.224351,342711,14.0,2.0,703,750.0,2.7210884353741498e-05,15.413727722231057,0.07005658734768433,10.859039677086095,1,0,0,0.0,12,3600,35.0,False,126,1788,1788
71,5.750176,342712,9.0,3.0,709,750.0,2.7210884353741498e-05,14.908463976217458,0.004734553632999064,8.259967435485567,1,4,1,1.0,12,4050,35.0,False,126,1788,1788
72,8.616684,342713,14.0,1.0,417,450.0,2.7210884353741498e-05,15.392972705021098,0.07784708705972274,17.98384672094957,0,0,0,0.0,6,3600,11.0,False,127,1812,1812
73,6.1128016,342714,1.0,14.0,67,100.0,2.7210884353741498e-05,15.392972705021098,0.1934358219079177,8.366546072074398,1,1,0,1.0,3,3600,1.0,False,125,1797,1797
74,5.5928307,342715,2.0,14.0,109,150.0,2.7210884353741498e-05,15.431397438084263,0.3339801031043532,7.0789339756960254,1,0,0,0.0,3,3600,2.0,False,123,1767,1767
75,6.472248,342716,3.0,9.0,1110,850.0,2.7210884353741498e-05,15.376535195689891,0.04495282669579773,0.4967291109244476,1,0,0,0.0,12,3600,37.0,True,120,1728,1728
76,10.593605,342716,3.0,9.0,260.0,300.0,2.7210884353741498e-05,15.376535195689891,0.04495282669579773,0.4967291109244476,0,0,0,0.0,6,3600,8.0,False,121,1746,1746
77,9.575771,342717,14.0,3.0,844,850.0,2.7210884353741498e-05,15.374237200076939,0.12150542035551418,12.086261039403412,0,0,0,0.0,12,3600,37.0,False,122,1770,1770
78,5.9097795,342718,14.0,3.0,692,700.0,2.7210884353741498e-05,15.374237200076939,0.0047656545585790236,22.89691750025159,1,0,0,0.0,12,3600,34.0,False,121,1758,1758
79,5.5928307,342719,2.0,14.0,220,250.0,2.7210884353741498e-05,15.431397438084263,0.003881034857056695,12.047977212282904,1,0,0,0.0,6,3600,7.0,False,121,1758,1758
80,10.362139,342720,3.0,14.0,137,150.0,2.7210884353741498e-05,15.374237200076939,0.022623067303128706,10.273915729923386,0,0,0,0.0,3,3600,2.0,False,122,1764,1764
81,9.451611,342721,14.0,3.0,140,150.0,2.7210884353741498e-05,15.374237200076939,0.01984082091666662,1.394668423137058,0,0,0,0.0,3,3600,2.0,False,123,1770,1770
82,5.750176,342722,9.0,3.0,619,650.0,2.7210884353741498e-05,15.376535195689891,0.17401129666556492,25.25600730722391,1,0,0,0.0,9,3600,22.0,False,123,1770,1770
83,6.224351,342723,14.0,2.0,1162,850.0,2.7210884353741498e-05,15.413727722231057,0.05378201975170184,8.068364129688275,1,0,0,0.0,12,3600,37.0,True,122,1743,1743
84,7.5040574,342723,14.0,2.0,312.0,350.0,2.7210884353741498e-05,15.413727722231057,0.05378201975170184,8.068364129688275,1,0,0,0.0,6,3600,9.0,False,122,1743,1743
85,6.6771536,342724,1.0,14.0,617,650.0,2.7210884353741498e-05,15.392972705021098,0.0333574072340571,6.211028536726819,1,1,0,1.0,9,3600,22.0,False,122,1743,1743
86,10.600158,342725,12.0,1.0,613,650.0,2.7210884353741498e-05,15.55604892978058,0.04968983754396303,14.716089828597106,0,0,0,0.0,9,3450,22.0,False,123,1770,1770
87,5.877338,342726,2.0,13.0,766,800.0,2.7210884353741498e-05,15.577600082016431,0.05983900294749436,10.969439281145146,1,0,0,0.0,12,3450,36.0,False,121,1743,1743
88,5.877338,342727,2.0,13.0,1063,850.0,2.7210884353741498e-05,15.577600082016431,0.13621415807529788,11.214226423373388,1,0,0,0.0,12,3450,37.0,True,120,1737,1737
89,5.877338,342727,2.0,13.0,213.0,250.0,2.7210884353741498e-05,15.577600082016431,0.13621415807529788,11.214226423373388,1,0,0,0.0,6,3450,7.0,False,120,1737,1737
