,values,IDs,srcNode,dstNode,reqDR,provDR,PSD,linSNR,toa,tod,block,Action ID,Path ID,FS ID,Slots,Path length,configID,carry,rset lengths,zero slots,rset slots
0,,1,1.0,10.0,365,400.0,2.7210884353741498e-05,14.548456703409624,0.09348583620171808,0.48276412582012834,0,6,2,0.0,6,4350,10.0,False,1,18,18
1,,2,12.0,3.0,95,100.0,2.7210884353741498e-05,15.054033214922603,0.07412731091524385,8.749599559828342,1,1,0,1.0,3,3900,1.0,False,1,18,18
2,,3,10.0,1.0,811,800.0,2.7210884353741498e-05,14.591388933414063,0.017288892141711882,16.003394046269648,1,8,2,2.0,12,4350,36.0,True,1,18,18
3,,3,10.0,1.0,11.0,100.0,2.7210884353741498e-05,14.591388933414063,0.017288892141711882,16.003394046269648,1,7,2,1.0,3,4350,1.0,False,1,18,18
4,,4,3.0,12.0,657,700.0,2.7210884353741498e-05,15.054033214922603,0.035981885280413656,0.09510027156725744,0,6,2,0.0,12,3900,34.0,False,2,54,54
5,,5,12.0,3.0,142,150.0,2.7210884353741498e-05,15.054033214922603,0.08014567418574665,11.839995466731658,1,2,0,2.0,3,3900,2.0,False,2,54,54
6,,6,12.0,3.0,472,500.0,2.7210884353741498e-05,15.056167835190472,0.1314648842735608,1.2057339507677225,1,5,1,2.0,9,3900,19.0,False,1,18,18
7,,7,10.0,1.0,263,300.0,2.7210884353741498e-05,15.009189339742974,0.03141251323164707,14.488997369277735,1,2,0,2.0,6,3900,8.0,False,1,18,18
8,,8,10.0,1.0,954,800.0,2.7210884353741498e-05,14.591388933414063,0.08685682790087941,9.022779322555532,1,7,2,1.0,12,4350,36.0,True,1,18,18
9,,8,10.0,1.0,154.0,200.0,2.7210884353741498e-05,14.591388933414063,0.08685682790087941,9.022779322555532,0,6,2,0.0,3,4350,3.0,False,2,33,33
10,,9,3.0,12.0,173,200.0,2.7210884353741498e-05,15.073226580086816,0.054857378149579535,0.9599742595738425,1,1,0,1.0,3,3900,3.0,False,1,15,15
11,,10,12.0,3.0,847,800.0,2.7210884353741498e-05,15.054033214922603,0.2632728208916173,7.8124417236219035,0,0,0,0.0,12,3900,36.0,True,2,51,51
12,,10,12.0,3.0,47.0,100.0,2.7210884353741498e-05,15.054033214922603,0.2632728208916173,7.8124417236219035,0,0,0,0.0,3,3900,1.0,False,3,60,60
13,,11,12.0,3.0,845,800.0,2.7210884353741498e-05,15.054033214922603,0.36101675877274914,17.477507865286626,1,1,0,1.0,12,3900,36.0,True,3,60,60
14,,11,12.0,3.0,45.0,100.0,2.7210884353741498e-05,15.054033214922603,0.36101675877274914,17.477507865286626,1,2,0,2.0,3,3900,1.0,False,3,60,60
15,,12,10.0,1.0,217,250.0,2.7210884353741498e-05,14.548456703409624,0.2589900928542256,17.80187630758869,1,5,1,2.0,6,4350,7.0,False,3,60,60
16,,13,3.0,12.0,703,750.0,2.7210884353741498e-05,15.073226580086816,0.048539995779525155,4.837013993442348,1,1,0,1.0,12,3900,35.0,False,3,60,60
17,,14,3.0,12.0,753,800.0,2.7210884353741498e-05,15.073226580086816,0.014739627595387394,25.835546089058575,1,2,0,2.0,12,3900,36.0,False,3,60,60
18,,15,12.0,3.0,244,250.0,2.7210884353741498e-05,15.073226580086816,0.011346341371229762,1.1250748111609956,1,7,2,1.0,6,3900,7.0,False,3,60,60
19,,16,11.0,1.0,257,300.0,2.7210884353741498e-05,14.880659941921914,0.3161010957133239,2.2269279743158736,1,5,1,2.0,6,4050,8.0,False,3,60,60
20,,17,1.0,11.0,886,800.0,2.7210884353741498e-05,14.713942972268722,0.040057642513170434,8.064856735089883,0,6,2,0.0,12,4200,36.0,True,4,108,108
21,,17,1.0,11.0,86.0,100.0,2.7210884353741498e-05,14.713942972268722,0.040057642513170434,8.064856735089883,0,6,2,0.0,3,4200,1.0,False,5,120,120
22,,18,3.0,13.0,514,550.0,2.7210884353741498e-05,15.21772801100404,0.17990232902306025,5.3634026289945105,1,2,0,2.0,9,3750,20.0,False,5,120,120
23,,19,11.0,1.0,246,250.0,2.7210884353741498e-05,14.880659941921914,0.06011817603057332,13.484796941082026,1,4,1,1.0,6,4050,7.0,False,5,120,120
24,,20,1.0,11.0,317,350.0,2.7210884353741498e-05,14.880659941921914,0.19007963533861288,8.251693258255713,1,5,1,2.0,6,4050,9.0,False,5,120,120
25,,21,13.0,3.0,717,750.0,2.7210884353741498e-05,14.89910059043676,0.02824089790877239,6.747605377803125,1,7,2,1.0,12,4050,35.0,False,5,120,120
26,,22,3.0,13.0,93,100.0,2.7210884353741498e-05,15.21772801100404,0.09164867437210107,0.7462591139849728,1,2,0,2.0,3,3750,1.0,False,5,120,120
27,,23,3.0,13.0,1065,800.0,2.7210884353741498e-05,15.056167835190472,0.04030593783970527,17.460496613743754,1,4,1,1.0,12,3900,36.0,True,5,120,120
28,,23,3.0,13.0,265.0,300.0,2.7210884353741498e-05,14.89910059043676,0.04030593783970527,17.460496613743754,0,6,2,0.0,6,4050,8.0,False,6,144,144
29,,24,3.0,13.0,253,300.0,2.7210884353741498e-05,15.21772801100404,0.00572229604304576,12.72570376266188,1,1,0,1.0,6,3750,8.0,False,6,144,144
30,,25,3.0,13.0,630,650.0,2.7210884353741498e-05,15.21772801100404,0.09920443543314858,1.4135018462314284,0,0,0,0.0,9,3750,22.0,False,7,171,171
31,,26,1.0,11.0,621,650.0,2.7210884353741498e-05,14.713942972268722,0.10335071607173013,2.0323579044253663,1,8,2,2.0,12,4200,33.0,False,7,171,171
32,,27,1.0,11.0,228,250.0,2.7210884353741498e-05,14.713942972268722,0.1047473266441677,13.822812103483246,0,6,2,0.0,6,4200,7.0,False,8,195,195
33,,28,3.0,13.0,471,500.0,2.7210884353741498e-05,15.21772801100404,0.05202589526990506,25.600552179709183,0,0,0,0.0,9,3750,19.0,False,9,222,222
34,,29,3.0,13.0,290,300.0,2.7210884353741498e-05,15.21772801100404,0.0004268321172359177,4.7345954270253285,0,0,0,0.0,6,3750,8.0,False,10,240,240
35,,30,3.0,13.0,819,800.0,2.7210884353741498e-05,14.89910059043676,0.0006349936029265385,15.943909319635669,0,6,2,0.0,12,4050,36.0,True,11,288,288
36,,30,3.0,13.0,19.0,100.0,2.7210884353741498e-05,15.21772801100404,0.0006349936029265385,15.943909319635669,1,1,0,1.0,3,3750,1.0,False,11,288,288
37,,31,3.0,13.0,604,650.0,2.7210884353741498e-05,14.89910059043676,0.11083246613602898,0.1129654253764953,1,8,2,2.0,12,4050,33.0,False,11,288,288
38,,32,13.0,3.0,982,800.0,2.7210884353741498e-05,15.056167835190472,0.00903877968452987,3.1595091051657875,1,5,1,2.0,12,3900,36.0,True,11,288,288
39,,32,13.0,3.0,182.0,200.0,2.7210884353741498e-05,15.217728011004041,0.00903877968452987,3.1595091051657875,0,0,0,0.0,3,3750,3.0,False,12,297,297
40,,33,3.0,13.0,608,650.0,2.7210884353741498e-05,14.89910059043676,0.1263706501949422,0.5004570015801937,1,7,2,1.0,12,4050,33.0,False,12,297,297
41,,34,1.0,11.0,62,100.0,2.7210884353741498e-05,14.880659941921914,0.06356251548269078,8.554017311159422,1,5,1,2.0,3,4050,1.0,False,12,297,297
42,,35,3.0,9.0,888,800.0,2.7210884353741498e-05,14.908463976217458,0.014646034035885065,0.9615797884983487,1,7,2,1.0,12,4050,36.0,True,12,297,297
43,,35,3.0,9.0,88.0,100.0,2.7210884353741498e-05,15.376535195689891,0.014646034035885065,0.9615797884983487,1,2,0,2.0,3,3600,1.0,False,12,297,297
44,,36,9.0,3.0,399,400.0,2.7210884353741498e-05,14.961523384881888,0.24522556390709785,5.305221092244946,0,6,2,0.0,6,4050,10.0,False,13,333,333
45,,37,14.0,2.0,1196,850.0,2.7210884353741498e-05,15.413727722231057,0.07903853527901267,20.612708425537875,1,1,0,1.0,12,3600,37.0,True,13,333,333
46,,37,14.0,2.0,346.0,350.0,2.7210884353741498e-05,15.431397438084263,0.07903853527901267,20.612708425537875,0,3,1,0.0,6,3600,9.0,False,14,357,357
47,,38,14.0,2.0,118,150.0,2.7210884353741498e-05,15.431397438084263,0.04483828700853807,12.375550974150014,1,5,1,2.0,3,3600,2.0,False,14,357,357
48,,39,3.0,9.0,417,450.0,2.7210884353741498e-05,14.908463976217458,0.18122249942155833,2.0727022404887996,1,7,2,1.0,9,4050,18.0,False,14,357,357
49,,40,14.0,2.0,1013,850.0,2.7210884353741498e-05,15.431397438084263,0.020256579469143464,10.976318980155298,1,4,1,1.0,12,3600,37.0,True,14,357,357
50,,40,14.0,2.0,163.0,200.0,2.7210884353741498e-05,15.155964684780077,0.020256579469143464,10.976318980155298,0,6,2,0.0,3,3900,3.0,False,15,378,378
51,,41,1.0,14.0,970,850.0,2.7210884353741498e-05,15.392972705021098,0.004317802828894266,11.131141590873066,0,0,0,0.0,12,3600,37.0,True,16,426,426
52,,41,1.0,14.0,120.0,150.0,2.7210884353741498e-05,15.392972705021098,0.004317802828894266,11.131141590873066,1,1,0,1.0,3,3600,2.0,False,16,426,426
53,,42,2.0,14.0,668,700.0,2.7210884353741498e-05,15.431397438084263,0.03111743474291118,12.701097617581246,0,0,0,0.0,12,3600,34.0,False,17,474,474
54,,43,14.0,3.0,900,800.0,2.7210884353741498e-05,14.910528216201705,0.020836442138980844,0.5393972984195794,1,5,1,2.0,12,4050,36.0,True,17,474,474
55,,43,14.0,3.0,100.0,100.0,2.7210884353741498e-05,14.910528216201705,0.020836442138980844,0.5393972984195794,1,5,1,2.0,3,4050,1.0,False,17,474,474
56,,44,3.0,14.0,636,650.0,2.7210884353741498e-05,14.910528216201705,0.13291204284212252,0.5528217509296351,0,3,1,0.0,12,4050,33.0,False,18,534,534
57,,45,2.0,14.0,69,100.0,2.7210884353741498e-05,15.431397438084263,0.08067423846030694,6.543011180053386,1,2,0,2.0,3,3600,1.0,False,17,507,507
58,,46,14.0,3.0,1010,800.0,2.7210884353741498e-05,14.910528216201705,0.12905332792601243,6.683412852708361,0,3,1,0.0,12,4050,36.0,True,18,567,567
59,,46,14.0,3.0,210.0,250.0,2.7210884353741498e-05,15.374237200076939,0.12905332792601243,6.683412852708361,0,0,0,0.0,6,3600,7.0,False,19,579,579
