,values,IDs,srcNode,dstNode,reqDR,provDR,PSD,linSNR,toa,tod,block,Action ID,Path ID,FS ID,Slots,Path length,configID,carry,rset lengths,zero slots,rset slots
0,6.0013237,83233,12.0,3.0,582,600.0,2.7210884353741498e-05,15.054033214922603,0.015466720262269796,1.056584730383722,0,0,0,0.0,9,3900,21.0,False,90,942,942
1,4.1372857,83234,10.0,1.0,1091,800.0,2.7210884353741498e-05,15.009189339742974,0.08809922929405901,3.212737195007578,0,0,0,0.0,12,3900,36.0,True,91,978,978
2,4.334915,83234,10.0,1.0,291.0,300.0,2.7210884353741498e-05,14.548456703409624,0.08809922929405901,3.212737195007578,0,3,1,0.0,6,4350,8.0,False,92,996,996
3,4.628985,83235,12.0,3.0,573,600.0,2.7210884353741498e-05,15.054033214922603,0.010769062756648518,9.984608073090346,0,0,0,0.0,9,3900,21.0,False,92,1005,1005
4,4.6330376,83236,10.0,1.0,239,250.0,2.7210884353741498e-05,15.009189339742974,0.011945592422123017,0.7318178764557545,1,2,0,2.0,6,3900,7.0,False,92,1005,1005
5,4.4890046,83237,10.0,1.0,868,800.0,2.7210884353741498e-05,14.591388933414063,0.0011340952733247945,1.1631480558257072,0,7,2,1.0,12,4350,36.0,True,93,1065,1065
6,4.349667,83237,10.0,1.0,68.0,100.0,2.7210884353741498e-05,15.009189339742974,0.0011340952733247945,1.1631480558257072,0,1,0,1.0,3,3900,1.0,False,94,1074,1074
7,4.5063047,83238,12.0,3.0,1180,800.0,2.7210884353741498e-05,15.054033214922603,0.06406290652383145,9.101905621542965,1,0,0,0.0,12,3900,36.0,True,94,1074,1074
8,6.1522193,83238,12.0,3.0,380.0,400.0,2.7210884353741498e-05,15.056167835190472,0.06406290652383145,9.101905621542965,0,3,1,0.0,6,3900,10.0,False,95,1098,1098
9,7.0279884,83239,3.0,12.0,742,750.0,2.7210884353741498e-05,15.073226580086816,0.09807698490852756,6.968658721371993,0,0,0,0.0,12,3900,35.0,False,95,1134,1134
10,5.221117,83240,10.0,1.0,1024,800.0,2.7210884353741498e-05,14.591388933414063,0.07096849972638326,0.5753517190192149,0,8,2,2.0,12,4350,36.0,True,95,1176,1176
11,5.0145636,83240,10.0,1.0,224.0,250.0,2.7210884353741498e-05,14.548456703409624,0.07096849972638326,0.5753517190192149,0,4,1,1.0,6,4350,7.0,False,96,1194,1194
12,4.9189897,83241,12.0,3.0,295,300.0,2.7210884353741498e-05,15.073226580086816,0.07084550999423679,3.141282449295967,0,7,2,1.0,6,3900,8.0,False,96,1206,1206
13,4.739102,83242,12.0,3.0,1049,800.0,2.7210884353741498e-05,15.054033214922603,0.0012374950598926752,15.982855506173067,1,0,0,0.0,12,3900,36.0,True,96,1206,1206
14,4.947714,83242,12.0,3.0,249.0,250.0,2.7210884353741498e-05,15.054033214922603,0.0012374950598926752,15.982855506173067,1,2,0,2.0,6,3900,7.0,False,96,1206,1206
15,6.859131,83243,3.0,12.0,257,300.0,2.7210884353741498e-05,15.073226580086816,0.06575659456796303,7.0379830336707325,0,0,0,0.0,6,3900,8.0,False,97,1230,1230
16,5.0015216,83244,1.0,10.0,646,650.0,2.7210884353741498e-05,14.591388933414063,0.2682533366418347,0.758990460794104,0,3,1,0.0,12,4350,33.0,False,98,1290,1290
17,4.9448953,83245,3.0,13.0,1017,800.0,2.7210884353741498e-05,15.056167835190472,0.01934983502082893,3.3856882812111535,0,3,1,0.0,12,3900,36.0,True,96,1320,1320
18,5.1723294,83245,3.0,13.0,217.0,250.0,2.7210884353741498e-05,15.056167835190472,0.01934983502082893,3.3856882812111535,1,4,1,1.0,6,3900,7.0,False,96,1320,1320
19,6.1123056,83246,11.0,1.0,52,100.0,2.7210884353741498e-05,15.190080317635584,0.003531880865979482,11.531640814574473,0,0,0,0.0,3,3750,1.0,False,97,1329,1329
20,7.0663266,83247,11.0,1.0,738,750.0,2.7210884353741498e-05,15.190080317635584,0.028128617405334587,9.464367204261123,0,0,0,0.0,12,3750,35.0,False,98,1365,1365
21,5.121928,83248,13.0,3.0,334,350.0,2.7210884353741498e-05,15.217728011004041,0.0011529978591289709,20.13326915360037,0,0,0,0.0,6,3750,9.0,False,99,1383,1383
22,3.157439,83249,13.0,3.0,1089,800.0,2.7210884353741498e-05,15.217728011004041,0.04975260529083995,21.247889862101072,1,0,0,0.0,12,3750,36.0,True,99,1383,1383
23,3.6381583,83249,13.0,3.0,289.0,300.0,2.7210884353741498e-05,15.056167835190472,0.04975260529083995,21.247889862101072,1,3,1,0.0,6,3900,8.0,False,99,1383,1383
24,7.0229406,83250,1.0,11.0,687,700.0,2.7210884353741498e-05,15.190080317635584,0.3156232034716189,15.009954835522073,0,1,0,1.0,12,3750,34.0,False,98,1341,1341
25,8.046436,83251,1.0,11.0,660,700.0,2.7210884353741498e-05,15.190080317635584,0.32174133610532535,8.063486427535707,0,0,0,0.0,12,3750,34.0,False,95,1332,1332
26,8.066791,83252,1.0,11.0,683,700.0,2.7210884353741498e-05,15.190080317635584,0.018782635912450017,0.3486077997403425,0,0,0,0.0,12,3750,34.0,False,91,1227,1227
27,5.0894556,83253,13.0,3.0,346,350.0,2.7210884353741498e-05,15.217728011004041,0.018791745506516903,1.5410050159919657,0,0,0,0.0,6,3750,9.0,False,92,1245,1245
28,5.903477,83254,11.0,1.0,475,500.0,2.7210884353741498e-05,15.190080317635584,0.05183379481788032,4.874062641449594,0,0,0,0.0,9,3750,19.0,False,93,1272,1272
29,6.008045,83255,11.0,1.0,1066,800.0,2.7210884353741498e-05,15.190080317635584,0.020323414133563162,13.701134094772852,0,0,0,0.0,12,3750,36.0,True,94,1308,1308
30,6.3924685,83255,11.0,1.0,266.0,300.0,2.7210884353741498e-05,15.190080317635584,0.020323414133563162,13.701134094772852,0,0,0,0.0,6,3750,8.0,False,95,1326,1326
31,4.1900163,83256,13.0,3.0,868,800.0,2.7210884353741498e-05,15.217728011004041,0.20794815474516837,3.967556258348765,1,0,0,0.0,12,3750,36.0,True,95,1326,1326
32,5.136178,83256,13.0,3.0,68.0,100.0,2.7210884353741498e-05,15.217728011004041,0.20794815474516837,3.967556258348765,0,0,0,0.0,3,3750,1.0,False,96,1335,1335
33,3.602575,83257,13.0,3.0,101,150.0,2.7210884353741498e-05,15.217728011004041,0.0774897472597689,25.237884409036294,1,2,0,2.0,3,3750,2.0,False,96,1335,1335
34,6.0814567,83258,3.0,13.0,56,100.0,2.7210884353741498e-05,15.21772801100404,0.3639641742271243,8.060441732887265,0,1,0,1.0,3,3750,1.0,False,96,1308,1308
35,4.1900163,83259,13.0,3.0,1025,800.0,2.7210884353741498e-05,15.217728011004041,0.024749085410820368,2.628914615604979,1,0,0,0.0,12,3750,36.0,True,94,1290,1290
36,4.032208,83259,13.0,3.0,225.0,250.0,2.7210884353741498e-05,15.056167835190472,0.024749085410820368,2.628914615604979,0,3,1,0.0,6,3900,7.0,False,95,1314,1314
37,3.1968932,83260,13.0,3.0,1191,800.0,2.7210884353741498e-05,14.89910059043676,0.25511487636433566,11.193516931029027,1,8,2,2.0,12,4050,36.0,True,95,1314,1314
38,4.07847,83260,13.0,3.0,391.0,400.0,2.7210884353741498e-05,15.217728011004041,0.25511487636433566,11.193516931029027,1,0,0,0.0,6,3750,10.0,False,95,1314,1314
39,3.3307438,83261,1.0,14.0,676,700.0,2.7210884353741498e-05,15.392972705021098,0.07436006221336047,23.761860915465263,1,0,0,0.0,12,3600,34.0,False,89,1257,1257
40,6.9371114,83262,3.0,14.0,176,200.0,2.7210884353741498e-05,15.374237200076939,0.026418023573433418,6.090009697338764,0,0,0,0.0,3,3600,3.0,False,88,1242,1242
41,3.293829,83263,2.0,14.0,963,850.0,2.7210884353741498e-05,15.431397438084263,0.10584734454064344,11.258799966306812,1,0,0,0.0,12,3600,37.0,True,88,1242,1242
42,7.418253,83263,2.0,14.0,113.0,150.0,2.7210884353741498e-05,15.431397438084263,0.10584734454064344,11.258799966306812,0,0,0,0.0,3,3600,2.0,False,89,1254,1254
43,6.063508,83264,14.0,3.0,776,800.0,2.7210884353741498e-05,14.910528216201705,0.02907778053932248,2.1336481224760937,1,3,1,0.0,12,4050,36.0,False,89,1254,1254
44,7.620335,83265,3.0,9.0,536,550.0,2.7210884353741498e-05,15.376535195689891,0.010573590880198595,2.52614939433628,0,0,0,0.0,9,3600,20.0,False,90,1281,1281
45,3.3307438,83266,1.0,14.0,1134,850.0,2.7210884353741498e-05,15.392972705021098,0.03211366932286895,14.38070876087119,1,0,0,0.0,12,3600,37.0,True,90,1281,1281
46,4.596813,83266,1.0,14.0,284.0,300.0,2.7210884353741498e-05,15.392972705021098,0.03211366932286895,14.38070876087119,1,0,0,0.0,6,3600,8.0,False,90,1281,1281
47,6.5186577,83267,3.0,14.0,991,850.0,2.7210884353741498e-05,15.374237200076939,0.19540997985211975,18.84662788066848,0,0,0,0.0,12,3600,37.0,True,91,1305,1305
48,7.0907817,83267,3.0,14.0,141.0,150.0,2.7210884353741498e-05,15.374237200076939,0.19540997985211975,18.84662788066848,0,0,0,0.0,3,3600,2.0,False,92,1311,1311
49,3.3307438,83268,1.0,14.0,646,650.0,2.7210884353741498e-05,15.392972705021098,0.06304940351910916,13.64339704734156,1,0,0,0.0,9,3600,22.0,False,90,1290,1290
50,7.3720355,83269,3.0,9.0,101,150.0,2.7210884353741498e-05,15.376535195689891,0.05886152228062043,23.479900267156992,0,1,0,1.0,3,3600,2.0,False,90,1281,1281
51,5.037777,83270,14.0,2.0,360,400.0,2.7210884353741498e-05,15.431397438084263,0.015944008024073305,17.804592355454936,0,3,1,0.0,6,3600,10.0,False,91,1305,1305
52,4.265222,83271,2.0,14.0,639,650.0,2.7210884353741498e-05,15.431397438084263,0.21152442422177659,15.433304409548324,1,0,0,0.0,9,3600,22.0,False,91,1305,1305
53,4.265222,83272,2.0,14.0,539,550.0,2.7210884353741498e-05,15.431397438084263,0.0036920279862104038,27.83979646179565,1,0,0,0.0,9,3600,20.0,False,89,1251,1251
